filename,original_class,label,label_encoded,sample_rate,duration_sec,processed_path
Fire_1_10101.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10101.wav
Fire_1_10102.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10102.wav
Fire_1_10103.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10103.wav
Fire_1_10104.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10104.wav
Fire_1_10105.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10105.wav
Fire_1_10106.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10106.wav
Fire_1_10107.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10107.wav
Fire_1_10108.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10108.wav
Fire_1_10109.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10109.wav
Fire_1_10110.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10110.wav
Fire_1_10111.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10111.wav
Fire_1_10112.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10112.wav
Fire_1_10113.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10113.wav
Fire_1_10114.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10114.wav
Fire_1_10115.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10115.wav
Fire_1_10116.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10116.wav
Fire_1_10117.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10117.wav
Fire_1_10118.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10118.wav
Fire_1_10119.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10119.wav
Fire_1_10120.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10120.wav
Fire_1_10121.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10121.wav
Fire_1_10122.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10122.wav
Fire_1_10123.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10123.wav
Fire_1_10124.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10124.wav
Fire_1_10125.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10125.wav
Fire_1_10126.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10126.wav
Fire_1_10127.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10127.wav
Fire_1_10128.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10128.wav
Fire_1_10129.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10129.wav
Fire_1_10130.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10130.wav
Fire_1_10131.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10131.wav
Fire_1_10132.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10132.wav
Fire_1_10133.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10133.wav
Fire_1_10134.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10134.wav
Fire_1_10135.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10135.wav
Fire_1_10136.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10136.wav
Fire_1_10137.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10137.wav
Fire_1_10138.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10138.wav
Fire_1_10139.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10139.wav
Fire_1_10140.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10140.wav
Fire_1_10141.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10141.wav
Fire_1_10142.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10142.wav
Fire_1_10143.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10143.wav
Fire_1_10144.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10144.wav
Fire_1_10145.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10145.wav
Fire_1_10146.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10146.wav
Fire_1_10147.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10147.wav
Fire_1_10148.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10148.wav
Fire_1_10149.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10149.wav
Fire_1_10150.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10150.wav
Fire_1_10151.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10151.wav
Fire_1_10152.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10152.wav
Fire_1_10153.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10153.wav
Fire_1_10154.wav,Fire,threat,1,44100,5.0,C:\Users\kanis\Downloads\IIMSTC\2nd Mini Project\data\processed\threat\Fire_1_10154.wav
